yo_p_0001.wav	Mo pàdé alàgbà ìnàkí yìí nílé ìtura Japaní kan nínú ilé-ìwẹ̀ onísun
yo_p_0002.wav	Ilé ìtura náà ti gbó, tàbí ká ní ó ti ń di àlàpà.
yo_p_0003.wav	Kò fẹ́ẹ̀ lè dá dúró, mo kàn ní kí n sun run alẹ́ kan níbẹ̀ ni.
yo_p_0004.wav	Mo ń rìnrìn àjò káàkiri ni, lọ síbikíbi tí ẹ̀mí bá daríì mi sí.
yo_p_0005.wav	Ìgbà ẹ̀ẹ̀rùn ti fẹ́ parí, oòrùn ti wọ̀ tipẹ́
yo_p_0006.wav	Ìjì olótùútù tó jánilárajẹ kan fẹ́ sísàlẹ̀ láti orí òkè wá
yo_p_0007.wav	Ó ń darí àwọn ìràwé tó dàbíi ẹ̀ṣẹ́ ọwọ́ sílẹ̀, sójú ọ̀nà.
yo_p_0008.wav	Mo rìn kọjá láàárin gbùngbùn ìlú onísun gbígbóná
yo_p_0009.wav	Kò sí ìkankan nínú u àwọn ilé ìtura níbẹ̀ tó fẹ́ gbàlejò lẹ́yìn oúnjẹ alẹ́
yo_p_0010.wav	Mo yà ní ibi márùún tàbí mẹ́fà ṣùgbọ́n gbogbo wọn ló já mi kulẹ̀
yo_p_0011.wav	Mo ṣàbápàdé e ilé ìtura kan tó gbà mí, tí kò sì ní gbowó oúnjẹ alẹ́
yo_p_0012.wav	Ilẹ́ ìtura náà dàbí ibi tí a kọ̀ sílẹ̀, ibi jákujàku kan.
yo_p_0013.wav	Ilé náà ti fojúrí ọ̀pọ̀lọpọ̀ ọdún sẹ́yìn lọ.
yo_p_0014.wav	Kò ní irú ọ̀yàyà tí èèyàn máa ń retí lọ́wọ́ ibùgbé àtijọ́ bíi tiẹ̀
yo_p_0015.wav	Àwọn nǹkan ọ̀ṣọ́ ara ilé ò farajọra, wọ́n sì tún wọ́ sẹ́gbẹ̀ẹ́
yo_p_0016.wav	Kò dá mi lójú pé ó le yèbọ́ lọ́wọ́ ọ ìmìtìtì tó bá tún ṣẹ̀lẹ̀
yo_p_0017.wav	Wọn kò fún wa lóńjẹ alẹ́, ṣùgbọ́n oúnjẹ àárọ̀ wà níbẹ̀.
yo_p_0018.wav	Lẹ́nu ọ̀nà ni tàbìlì ìgbàlejò kan, tí ọkùnrin arúgbó apárí kan wà lẹ́yìn ẹ.
yo_p_0019.wav	Àìnírun ìpéǹpéjú yìí jẹ́ kójú u arúgbókùnrin yìí dàbí èyí tó mọ́lẹ́ ní gbàgede lọ́nà àràmọ̀ndà.
yo_p_0020.wav	Ológbó ńlá dúdú kan, tóun náà darúgbó, wà níjokòó lóríi fùkùfùkù kan lẹ́gbẹ̀ẹ́.
yo_p_0021.wav	Ó ní láti jẹ́ pé nǹkankan ṣeé nímú, torí pé ó ń hanrun pẹ̀lú ariwo ju ti ológbò lọ.
